id,text,label
21,"o ministro do supremo tribunal federal (stf) luís roberto barroso homologou o acordo de delação premiada do fundador e ex-presidente do grupo qualicorp, josé seripieri filho, assinado com a procuradoria-geral da república (pgr). na sua delação, júnior, como é conhecido, relata pagamentos de vantagens ilícitas a políticos de diversos partidos. em seu acordo, seripieri aceitou pagar r$ 200 milhões de ressarcimento aos cofres públicos pelos crimes cometidos. com a homologação, a pgr poderá solicitar aberturas de inquéritos e dar início às investigações a partir das informações fornecidas pelo empresário.no globo",1
22,"a advocacia-geral da união (agu) decidiu suspender, nesta quinta-feira, 24, a promoção em massa que levou 606 procuradores federais do órgão ao topo da carreira -com salários acima de r$ 27,3 mil. a decisão é do procurador-geral federal, leonardo lima fernandes. na última sexta-feira, 18, uma portaria da agu promoveu 607 servidores, dos quais 606 passaram a integrar o topo da carreira da procuradoria federal - a informação foi revelada pelo site poder360. a medida, segundo a advocacia-geral, seguiu os critérios de antiguidade e merecimento. (...) leia íntegra no estadão.",1
23,"jovens saudáveis podem ter que esperar até 2022 para receberem uma vacina contra a covid-19, afirmou a organização mundial da saúde (oms) nesta quinta-feira (15). a cientista-chefe da entidade, soumya swaminathan, afirmou que profissionais de saúde, idosos e trabalhadores que lidam com o público mais suscetível a contrair o vírus devem ser os primeiros a serem imunizados quando uma vacina estiver disponível. “haverá muitas orientações saindo, mas acho que uma pessoa comum, um jovem saudável, pode ter que esperar até 2022 para receber a vacina”, acrescentou a cientista-chefe da oms.",1
24,"beleza sem esforço. essa é a premissa atribuída ao uso dos implantes hormonais, popularmente chamados de 'chips da beleza'. especialistas ouvidos pelo g1 explicam o que é o implante hormonal e por que não recomendam seu uso para fins estéticos. o uso do dispositivo está vinculado a possíveis efeitos terapêuticos no tratamento de sintomas da menstruação, menopausa, doenças dependentes do estrogênio (hormônio feminino) ou contracepção. contudo, ele se popularizou devido aos seus supostos efeitos colaterais, que podem incluir aumento de massa muscular, da libido e da disposição física. leia também",1
25,"governadores do nordeste e da amazônia legal se reuniram hoje para debater a distribuição da vacina russa sputnik v, aprovada ontem para importação e uso pela anvisa (agência nacional de vigilância sanitária). o grupo já garantiu a compra de 10 milhões de doses, mas ainda há condições estabelecidas pela agência. participaram da reunião os governadores camilo santana (pt-ce), flávio dino (pcdob-ma), helder barbalho (mdb-pa), joão azevêdo (cidadania-pb), mauro mendes (dem-mt), renan filho (mdb-al), rui costa (pt-ba) e wellington dias (pt-pi). eles combinaram os detalhes da aquisição pelo fundo soberano russo.",1
26,"o secretário municipal de saúde do rio de janeiro, daniel soranz, afirmou que o município procurou a pfizer para comprar diretamente vacinas contra a covid-19 para crianças de 5 a 11 anos. a negociação ocorre em um momento de impasse na vacinação infantil no país. o presidente jair bolsonaro (pl) é contra a vacinação de crianças e atacou técnicos da anvisa (agência nacional de vigilância sanitária) que atuaram na liberação do imunizante da pfizer para crianças. soranz disse que o rio procurou a farmacêutica para negociar a compra das doses.",1
27,"cientistas britânicos disseram nesta sexta-feira que identificaram um gene no corpo humano que dobra o risco de morte por covid-19, o que fornece uma nova visão sobre como a doença afeta os pacientes e deve ajudar no desenvolvimento de tratamentos específicos. cerca de 60% das pessoas com ancestrais do sul da ásia carregam o sinal genético de alto risco, disseram pesquisadores da universidade de oxford, acrescentando que a descoberta explica em parte o alto número de mortes observadas em algumas comunidades britânicas e o efeito do coronavírus no subcontinente indiano.",1
28,"a polícia do rio de janeiro investiga se uma mulher fingiu ter câncer para arrecadar r$ 50 mil em doações e vaquinhas virtuais. segundo o telejornal ""sbt brasil"", a mulher, identificada como else kishner iglesias, dizia nas redes sociais ter câncer terminal e lúpus. além disso, também afirmava ter feito duas operações de aneurisma. várias pessoas se mobilizaram com a história, porém, a farsa começou a ser descoberta no início do mês. else teria ido a um evento com ótima aparência, logo depois de supostamente passar 18 dias em coma.",1
29,"após ter sido alertado por assessores de que tinha ido longe demais no embate com legislativo e judiciário, criando ambiente para uma crise institucional com reflexos imprevisíveis, o presidente jair bolsonaro passou a trabalhar pela reconciliação com os demais poderes. e gerar até motivos para abertura de inquéritos aos quais teria de responder no stf. por enquanto, só não há acenos na direção do presidente da câmara, rodrigo maia, contra quem disparou torpedos nos últimos dias e não aceitou que ele fosse convidado para uma conversa com seus ministros palacianos.",1
30,"a vacina contra a covid-19 desenvolvida pela universidade de oxford e a farmacêutica astrazeneca mostrou eficácia de até 90% conforme a dosagem, segundo resultados preliminares divulgados nesta segunda-feira (23). os dados ainda não foram revisados por outros cientistas nem publicados em revista científica. os dados foram vistos depois de analisar mais de 24 mil voluntários de ensaios no reino unido, brasil e áfrica do sul, com acompanhamento desde abril. a taxa de eficácia representa a proporção de redução de casos entre o grupo vacinado comparado com o grupo não vacinado.",1
31,"uma tumba com um corpo parcialmente mumificado foi encontrada no parque arqueológico de pompeia, revelaram o pesquisador llorenç alapont, da universidade europeia de valência, e o gerente-geral do sítio, gabriel zuchtriegel, à ansa hoje. os restos mortais são considerados dos mais ""extraordinários"", já que pertencem a um período em que os corpos eram cremados e não sepultados. as escavações foram feitas em uma parceria dos arqueólogos do parque e da universidade espanhola. agora, o achado está sob um trabalho interdisciplinar de especialistas para tentar encontrar algumas respostas sobre o corpo.",1
32,"moscou, 5 jan 2021 (afp) - o presidente russo, vladimir putin, conversou com a chanceler alemã, angela merkel, sobre a possibilidade de uma ""produção conjunta de vacinas"" contra o coronavírus, anunciou hoje o kremlin. em uma conversa por telefone, merkel e putin discutiram ""questões de cooperação na luta contra a pandemia do coronavírus"" e se abordou ""possíveis perspectivas para a produção conjunta de vacinas"", segundo um comunicado do kremlin. ""decidiu-se continuar conversando sobre o tema entre os ministérios da saúde e outras estruturas especializadas dos dois países"", acrescentou o kremlin.",1
33,"em junho de 1348, os cidadãos da inglaterra começaram a ter sintomas misteriosos. no início, eram leves e difusos: dor de cabeça, mal-estar generalizado e náuseas. isto foi seguido pelo aparecimento de inchaços pretos e doloridos, ou bolhas, que cresciam nas axilas e na virilha, que deram nome à doença: peste bubônica. a última etapa da infecção era febre alta e logo a morte. os soldados e caravanas trouxeram da ásia central as bactérias que a causava, yersina pestis, nas pulgas que viviam em ratos, aos portos do mar negro.",1
34,"o presidente da câmara, rodrigo maia (dem-rj), disse hoje que teve uma reunião ""muito positiva"" com o embaixador da china no brasil, yang wanming, e que a questão da liberação dos insumos para a fabricação das vacinas contra a covid-19 é ""técnica"" e não ""política"". "" a demora na chegada dos ifas (ingrediente farmacêutico ativo) da china prejudica a fabricação da coronavac pelo instituto butantan e da vacina de oxford/astrazeneca, que será produzida pela fiocruz. apesar de estarem prontos para o envio, os insumos ainda aguardam liberação do governo chinês.",1
35,"um ônibus adaptado com cinco salas de vacinação começou a rodar pelo nordeste brasileiro para acelerar a imunização contra a covid-19. doado pela mercedes-benz à cruz vermelha, o veículo rodoviário o 500 r começou o circuito na tarde da quarta-feira (9) em maceió, onde deve passar ao menos um mês passando por bairros da capital alagoana. o projeto conta com dois ônibus, que irão circular pelo país durante o ano. a ação conta com apoio financeiro do ministério federal de cooperação econômica e desenvolvimento da alemanha e da câmara brasil-alemanha.",1
36,"o jornalista gerson camarotti, da rede globo, admitiu, em entrevista ao programa do uol ""jornalistas e etc"" veiculada hoje, que é difícil fazer jornalismo durante o governo do presidente jair bolsonaro (pl). ""muito difícil você cumprir [o trabalho] com tantas ameaças à imprensa. você tem ameaças físicas, intimidação. eu já cobri eleição com lula, fhc, e a imprensa era respeitada"", lamentou o comentarista político. apesar das dúvidas levantadas por bolsonaro (pl) e apoiadores sobre o pleito de 2022, camarotti acredita que as instituições estão sólidas e não deve ocorrer ruptura.",1
37,"o ministro da saúde, marcelo queiroga, negou hoje que o palácio do planalto tenha interferido na escolha da infectologista luana araújo para comandar secretaria extraordinária de enfrentamento à pandemia. em depoimento à cpi da covid, o representante do governo federal assumiu a responsabilidade pela dispensa da profissional e, mesmo sem citá-lo nominalmente, isentou o presidente jair bolsonaro (sem partido). o posicionamento de queiroga contradiz declarações de luana à cpi. na semana passada, ela afirmou que seu nome havia sido reprovado pela casa civil, pasta que integra a cúpula do planalto.",1
38,"houve uma redução de 9% nas internações e de 6% no número de óbitos provocados pela covid-19 no rio de janeiro, segundo o último levantamento da secretaria estadual de saúde. a queda é atribuída ao avanço na vacinação da população adulta. os indicadores fizeram com que o estado retornasse à classificação para bandeira amarela, de baixo risco, após uma semana na bandeira laranja, de risco moderado. a análise compara as semanas epidemiológicas 33 (de 15 agosto a 21 de agosto) e 31 (01 agosto a 07 de agosto) de 2021.",1
39,"o ministro da saúde, marcelo queiroga, afirmou que o governo deve ""trabalhar bastante"" e ""conscientizar a população sobre medidas não farmacológicas"" ao questionado hoje sobre o que deve ser feito de diferente no enfrentamento da pandemia no país, que registrou em abril, o maior número de mortes por covid no mundo. o ministro visitou o centro de distribuição de vacinas do ministério da saúde, em guarulhos (sp), e conversou rapidamente com jornalistas, sem se manifestar sobre a marca de 400 mil mortos em razão do coronavírus, atingida nesta quinta. """,1
40,"cidade do vaticano, 21 jun (ansa) - o papa francisco comemorou neste domingo (21) o retorno dos peregrinos à praça são pedro para seu tradicional angelus, mensagem proferida pelo líder católico da janela do palácio apostólico no primeiro dia da semana. "" saúdo todos vocês, caros fiéis romanos e peregrinos vindos de várias partes da itália. até de outros países, alguns, vejo algumas bandeiras ali"", disse o papa. os fiéis estavam espalhados pela praça são pedro, respeitando as medidas de distanciamento e sob os olhares atentos das forças de segurança.",1
41,"os dados da desigualdade social no país, os brasileiros vencedores do grammy latino e o enem estão entre os destaques do 5 fatos tarde desta sexta-feira, 19 de novembro de 2021. sob efeito da crise gerada pela pandemia, o percentual de brasileiros com renda de trabalho caiu em 2020 para o menor nível de uma série histórica iniciada em 2012. os dados também indicam que o 1% dos mais ricos ganham mais que 50% dos mais pobres. o resultado foi divulgado hoje pelo ibge (instituto brasileiro de geografia e estatística).",1
42,"o sambista nelson sargento será cremado na tarde desta sexta-feira (28), no rio de janeiro. a família do compositor informou que, por conta da pandemia, não haverá velório público. a cerimônia de cremação será restrita apenas à família. o compositor morreu na manhã de quinta-feira (27), aos 96 anos, vítima da covid-19.  mesmo vacinado, no entanto, nelson sargento tornou-se uma das raríssimas vítimas fatais da covid-19 entre aqueles que já foram totalmente imunizados. o compositor fazia parte do grupo de risco. ele foi diagnosticado com câncer de próstata em 2005.",1
43,"álcool e cafeína são as drogas mais consumidas durante a pandemia, afirma o neurocientista americano carl hart — lembrando que a cafeína não está presente apenas no café e na barra de chocolate, mas também em analgésicos e inibidores de apetite. no entanto, para quem acha que, findo o isolamento, haverá um número maior de alcoólatras e viciados em pílulas para emagrecer, hart dá um freio. para o professor do departamento de psicologia e psiquiatria da universidade columbia, em nova york, o maior consumo dessas substâncias não implicará dependência pós-covid.",1
44,"em mais de três décadas de vida pública, geraldo alckmin construiu uma imagem de sobriedade. ele traz dentro da boca uma fita métrica, não uma língua. quando lhe perguntaram sobre a hipótese de se compor com lula e ele respondeu que deu ""o primeiro passo"", significa que já definiu sua direção: escolheu o caminho que leva à vice na chapa de lula. e não será alterada senão por uma contingência que imponha a meia-volta. o acerto final não deve ser anunciado antes do final de fevereiro ou início de março.",1
45,"o presídio ary franco, localizado em água santa, na zona norte do rio de janeiro têm 17 casos suspeitos de sarampo. nenhum caso foi confirmado até o momento. os internos que tiveram contato com eles estão em isolamento. as informações são da secretaria de estado de administração penitenciária (seap). "" a secretaria de estado de administração penitenciária informa que as equipes da coordenação de saúde da seap estão monitorando e trabalhando para tomar as medidas cabíveis para a prevenção de qualquer caso suspeito de sarampo"", diz o órgão, em nota.",1
46,"os ministros das relações exteriores e da defesa dos estados unidos e do japão advertiram a china, hoje, que renovaram seu compromisso de se opor à ""coerção"" e ao ""comportamento desestabilizador"" de pequim. em um comunicado conjunto, os ministros consideraram que ""o comportamento da china, quando incompatível com a ordem internacional existente, apresenta desafios políticos, econômicos, militares e tecnológicos"". ""os ministros se comprometeram a se opor à coerção e ao comportamento desestabilizador [de pequim] em relação a outros na região"", afirmam, na declaração divulgada por ocasião da reunião em tóquio.",1
47,"o hospital vila nova star informou nesta quarta-feira, 5, que o presidente jair bolsonaro seguirá com acompanhamento ambulatorial da equipe médica assistente. após ficar internado durante dois dias na unidade hospitalar em são paulo, o chefe do executivo recebeu alta nesta manhã. ""o senhor presidente da república, jair messias bolsonaro, recebeu alta hoje do hospital vila nova star, da rede dor. o presidente estava internado desde 03 de janeiro para tratar um quadro de suboclusão intestinal. ele seguirá com acompanhamento ambulatorial pela equipe médica assistente"", diz a nota do hospital.",1
48,"uma cadela se reencontrou com sua família de tutores oito anos depois de ser roubada do jardim de sua casa, no condado de sussex, na inglaterra. o vídeo do reencontro foi divulgado ontem pela polícia local. ""estamos muito gratos por ter nossa cassie de volta para casa"", diz a tutora do animal, que não teve a identidade revelada. ""ela se adaptou muito bem e está adorando seus passeios diários."" nas imagens, cassie desce do carro do resgate e fica emocionada ao ver seus antigos - e agora atuais - tutores.",1
49,"com uma longa história de exclusão e precariedade trabalhista, as empregadas domésticas na américa latina estão sofrendo em cheio os efeitos econômicos da pandemia, que as deixou confinadas e sem trabalho. "" eles me disseram para desculpá-los, mas que agora eu não podia trabalhar. sou uma pessoa consciente, vejo o que está acontecendo conosco, mas espero poder voltar ao meu trabalho"", conta à afp a mexicana carmen hernández, de 59 anos, empregada doméstica há 36. sem renda, pois a maioria trabalha com contratos de palavra, a covid-19 evidenciou sua vulnerabilidade.",1
50,"o relatório final da comissão parlamentar de inquérito (cpi) da covid, apresentado na semana passada pelo senador renan calheiros (mdb-al), foi aprovado por 7 votos a 4 em sessão nesta terça-feira (26/10). o texto, votado pelos membros titulares da comissão, recomenda que o presidente jair bolsonaro seja investigado e, eventualmente, responsabilizado em três frentes devido à gestão do seu governo na pandemia de coronavírus: por crimes comuns, por crimes de responsabilidade e por crimes contra a humanidade. com o resultado, essas acusações contra o presidente serão analisadas em três órgãos.",1
51,"o centro para controle e prevenção de doenças (cdc) dos estados unidos relatou nesta segunda-feira 957.875 casos de coronavírus e disse que o número de mortes no país subiu para 53.922. no fim de semana, o cdc tinha atualizado a contagem de casos para 928.619, com 52.459 mortos, mas havia afirmado que os números eram preliminares e não tinham sido confirmados por estados individuais. a contagem do cdc, nesta segunda-feira tem como base dados de 26 de abril. os números do cdc não refletem necessariamente casos relatados por estados individuais.",1
52,"a secretaria de saúde do rio de janeiro confirmou hoje que o estado tem 7.967 óbitos confirmados por covid-19 desde o início da pandemia, se aproximando da marca de 8 mil mortes. o boletim divulgado pelo governo estadual registrou ainda 83.343 casos da doença no rj. até ontem, o estado do rio de janeiro tinha 7.728 óbitos oficiais, o que significa que 239 novas mortes foram registradas nas últimas 24 horas pela secretaria. os novos casos chegaram a 2.397 no mesmo período. rio de janeiro - 43.874 niterói - 4.719",1
53,"dois irmãos encontraram uma cobra píton de quase 4,8 metros rastejando no banheiro de uma cafeteria em singapura, no último final de semana. o homem e a mulher, que são donos do estabelecimento, ouviram um barulho já no fim do expediente e, ao procurarem a origem do som, se depararam com o réptil, segundo informações da revista newsweek. eles conseguiram gravar alguns segundos do animal na cafeteria antes de ele desaparecer e o vídeo viralizou no facebook, apesar de a dupla não ter detalhado qual foi o destino da cobra.",1
54,"rio - o supremo tribunal federal (stf) julga nesta quarta-feira se governadores e prefeitos podem proibir cultos religiosos presenciais para conter a disseminação da covid-19. seu nome acabou marcando presença na lista de assuntos mais comentados no twitter. o deputado federal marcelo freixo (psol-rj) afirmou na rede social que mendonça “está muito abaixo da mediocridade”. assim como outros usuários da plataforma, freixo interpretou a fala do ministro como um aceno aos evangélicos e, consequentemente, uma campanha para ser indicado ao stf. essas pessoas não podem seguir no comando do país.",1
55,"os presidenciáveis ciro gomes (pdt), luiz henrique mandetta (dem) e eduardo leite (psdb) convergiram mais do que discordaram em caminhos possíveis para a superação das crises sanitária e econômica do país. no primeiro debate da série primárias, realizado nesta quinta-feira, 1º, em são paulo, pelo centro de liderança pública (clp), em parceria com o estadão, os três potenciais candidatos em 2022 defenderam a necessidade de uma reforma tributária e mudanças no sistema político nacional como essenciais para a retomada do crescimento e o estabelecimento de um ambiente político mais estável.",1
56,"enquanto o presidente da república gasta tempo e energia para que o comando das forças armadas seja usado para ameaçar quem se opuser a ele, o país que governa (sic) registrou 3.668 mortos por covid-19 nas últimas 24 horas. um novo recorde. é como se cinco brasileiros morressem a cada dois minutos empregados por jair bolsonaro para exigir a cabeça do comandante do exército, general edson pujol, ao novo ministro da defesa, general braga netto. afinal de contas, pujol não era tão tuiteiro quanto seu colega, o general villas bôas.",1
57,"o senador rogério carvalho (pt-se) disse hoje que denunciou o presidente jair bolsonaro (sem partido) na pgr (procuradoria-geral da república) para que ele seja investigado por tráfico de influência. o parlamentar fez a denúncia com base em um telegrama que está em posse da cpi da covid. o teor do documento, revelado em reportagem do jornal o globo, aponta que bolsonaro atuou para favorecer dois laboratórios privados, prática conhecida como lobby. o presidente da república queria agilizar o processo de importação de matéria-prima da índia para a fabricação de cloroquina.",1
58,"por gabriel stargardter e lisandra paraguassu rio de janeiro/brasília (reuters) - a organização internacional para as migrações (oim) indagou formalmente o brasil para saber se o país receberia alguns dos haitianos que estão acampados na fronteira entre os estados unidos e o méxico na esperança de entrar nos eua, de acordo com duas fontes a par do pedido. sem mencionar o pedido da oim, o itamaraty afirmou em nota que ""o tema foi tratado em conversas entre autoridades de diversos países e está sendo analisado à luz da legislação vigente"".",1
59,"são paulo - a campanha dezembro laranja, promovida desde 2014 pela sociedade brasileira de dermatologia (sbd), busca conscientizar as pessoas sobre a importância da prevenção e do diagnóstico precoce do câncer de pele. como parte da iniciativa, a sbd vai oferecer exames gratuitos para diagnóstico do câncer de pele em todo o território nacional no próximo sábado, 7, das 9h às 15h. a ação vai mobilizar cerca de quatro mil médicos dermatologistas e voluntários em mais de 130 postos de atendimento. a previsão é que 30 mil pessoas sejam beneficiadas.",1
60,"diretor-geral do hospital sírio-libanês, o médico cirurgião paulo chapchap defende a prevenção como o melhor caminho contra o novo coronavírus. ele comanda a equipe da iniciativa batizada de todos pela saúde, que tem como objetivo alocar r$ 1 bilhão que o itaú unibanco doou para apoiar o sus no combate à doença. na avaliação de chapchap, um dos pilares mais importantes da atuação é o da informação. "" para o médico, o uso de máscara deveria ser uma política nacional. "" é para proteger nossa vida, como cinto de segurança.",1
